Year,player,team,bbrefid,namefirst,namelast,suffix
2023,Colin Poche,TBR,pocheco01,Colin,Poche,
2023,Paul Sewald,ARI,sewalpa01,Paul,Sewald,
2023,Caleb Ferguson,LAD,ferguca01,Caleb,Ferguson,
2023,Emmet Sheehan,LAD,sheehem01,Emmet,Sheehan,
2023,Gregory Soto,PHI,sotogr01,Gregory,Soto,
2023,Kirby Yates,ATL,yateski01,Kirby,Yates,
2023,Erasmo Ramírez,WSN,ramirer02,Erasmo,Ramírez,
2023,Erasmo Ramírez,TBR,ramirer02,Erasmo,Ramírez,
2023,Nick Sandlin,CLE,sandlni01,Nick,Sandlin,
2023,Brock Burke,TEX,burkebr01,Brock,Burke,
2023,Luis García,SDP,garcilu03,Luis,García,
2023,Ryan Brasier,BOS,brasiry01,Ryan,Brasier,
2023,Ryan Brasier,LAD,brasiry01,Ryan,Brasier,
2023,José Cisnero,DET,cisnejo01,José,Cisnero,
2023,Albert Abreu,NYY,abreual01,Albert,Abreu,
2023,Jorge López,MIN,lopezjo02,Jorge,López,
2023,Jorge López,MIA,lopezjo02,Jorge,López,
2023,Jorge López,BAL,lopezjo02,Jorge,López,
2023,Huascar Brazobán,MIA,brazohu01,Huascar,Brazobán,
2023,Collin McHugh,ATL,mchugco01,Collin,McHugh,
2023,Steven Okert,MIA,okertst01,Steven,Okert,
2023,Devin Williams,MIL,willide03,Devin,Williams,
2023,Aaron Bummer,CHW,bummeaa01,Aaron,Bummer,
2023,Aroldis Chapman,TEX,chapmar01,Aroldis,Chapman,
2023,Ian Hamilton,NYY,hamilia01,Ian,Hamilton,
2023,Dauri Moreta,PIT,moretda01,Dauri,Moreta,
2023,Trevor Gott,SEA,gotttr01,Trevor,Gott,
2023,Trevor Gott,NYM,gotttr01,Trevor,Gott,
2023,Ryan Weathers,SDP,weathry01,Ryan,Weathers,
2023,Ryan Weathers,MIA,weathry01,Ryan,Weathers,
2023,Michael Fulmer,CHC,fulmemi01,Michael,Fulmer,
2023,José Leclerc,TEX,leclejo01,José,Leclerc,
2023,A.J. Puk,MIA,pukaj01,A.J.,Puk,
2023,Jake Diekman,CHW,diekmja01,Jake,Diekman,
2023,Jake Diekman,TBR,diekmja01,Jake,Diekman,
2023,Dylan Floro,MIA,florody01,Dylan,Floro,
2023,Dylan Floro,MIN,florody01,Dylan,Floro,
2023,Joe Jiménez,ATL,jimenjo02,Joe,Jiménez,
2023,Drew Smith,NYM,smithdr01,Drew,Smith,
2023,Cody Bradford,TEX,bradfco01,Cody,Bradford,
2023,Mason Englert,DET,englema01,Mason,Englert,
2023,Colin Holderman,PIT,holdeco01,Colin,Holderman,
2023,Raisel Iglesias,ATL,iglesra01,Raisel,Iglesias,
2023,Génesis Cabrera,TOR,cabrege01,Génesis,Cabrera,
2023,Lucas Erceg,OAK,erceglu01,Lucas,Erceg,
2023,Giovanny Gallegos,STL,gallegi01,Giovanny,Gallegos,
2023,Corey Kluber,BOS,klubeco01,Corey,Kluber,
2023,Adrián Martínez,OAK,martiad01,Adrián,Martínez,
2023,Gabe Speier,SEA,speiega01,Gabe,Speier,
2023,Jordan Weems,WSN,weemsjo01,Jordan,Weems,
2023,Jason Adam,TBR,adamja01,Jason,Adam,
2023,Wandy Peralta,NYY,peralwa01,Wandy,Peralta,
2023,Mason Thompson,WSN,thompma02,Mason,Thompson,
2023,Dominic Leone,NYM,leonedo01,Dominic,Leone,
2023,Dominic Leone,LAA,leonedo01,Dominic,Leone,
2023,Dominic Leone,SEA,leonedo01,Dominic,Leone,
2023,Alex Young,CIN,youngal01,Alex,Young,
2023,Brad Hand,COL,handbr01,Brad,Hand,
2023,Brad Hand,ATL,handbr01,Brad,Hand,
2023,Jacob Webb,LAA,webbja01,Jacob,Webb,
2023,Jacob Webb,BAL,webbja01,Jacob,Webb,
2023,Steven Wilson,SDP,wilsost02,Steven,Wilson,
2023,Jared Shuster,ATL,shustja01,Jared,Shuster,
2023,Matt Moore,LAA,moorema02,Matt,Moore,
2023,Matt Moore,CLE,moorema02,Matt,Moore,
2023,Matt Moore,MIA,moorema02,Matt,Moore,
2023,Johnny Cueto,MIA,cuetojo01,Johnny,Cueto,
2023,Sam Hentges,CLE,hentgsa01,Sam,Hentges,
2023,Jeff Hoffman,PHI,hoffmje02,Jeff,Hoffman,
2023,Daniel Lynch IV,KCR,lynchda02,Daniel,Lynch,IV
2023,Chase Silseth,LAA,silsech01,Chase,Silseth,
2023,Brent Honeywell Jr.,SDP,honeybr01,Brent,Honeywell,Jr.
2023,Brent Honeywell Jr.,CHW,honeybr01,Brent,Honeywell,Jr.
2023,Robert Stephenson,PIT,stephro01,Robert,Stephenson,
2023,Robert Stephenson,TBR,stephro01,Robert,Stephenson,
2023,Shawn Armstrong,TBR,armstsh01,Shawn,Armstrong,
2023,Ronel Blanco,HOU,blancro01,Ronel,Blanco,
2023,Hyun Jin Ryu,TOR,ryuhy01,Hyun,Ryu,
2023,George Soriano,MIA,soriage01,George,Soriano,
2023,Joan Adon,WSN,adonjo01,Joan,Adon,
2023,Josh Fleming,TBR,flemijo01,Josh,Fleming,
2023,Tom Cosgrove,SDP,cosgrto01,Tom,Cosgrove,
2023,Andrew Chafin,ARI,chafian01,Andrew,Chafin,
2023,Andrew Chafin,MIL,chafian01,Andrew,Chafin,
2023,Tucker Davidson,LAA,davidtu01,Tucker,Davidson,
2023,Tucker Davidson,KCR,davidtu01,Tucker,Davidson,
2023,Brennan Bernardino,BOS,bernabr01,Brennan,Bernardino,
2023,Osvaldo Bido,PIT,bidoos01,Osvaldo,Bido,
2023,Jose Hernandez,PIT,hernajo03,Jose,Hernandez,
2023,Keynan Middleton,CHW,middlke01,Keynan,Middleton,
2023,Keynan Middleton,NYY,middlke01,Keynan,Middleton,
2023,Pedro Avila,SDP,avilape01,Pedro,Avila,
2023,Seranthony Domínguez,PHI,dominse01,Seranthony,Domínguez,
2023,Marco Gonzales,SEA,gonzama02,Marco,Gonzales,
2023,Andrés Machado,WSN,machaan02,Andrés,Machado,
2023,Quinn Priester,PIT,priesqu01,Quinn,Priester,
2023,Daniel Bard,COL,bardda01,Daniel,Bard,
2023,Andrés Muñoz,SEA,munozan01,Andrés,Muñoz,
2023,Aaron Loup,LAA,loupaa01,Aaron,Loup,
2023,Scott Alexander,SFG,alexasc02,Scott,Alexander,
2023,Austin Pruitt,OAK,pruitau01,Austin,Pruitt,
2023,Andrew Vasquez,PHI,vasquan02,Andrew,Vasquez,
2023,Andrew Vasquez,DET,vasquan02,Andrew,Vasquez,
2023,Yency Almonte,LAD,almonye01,Yency,Almonte,
2023,Dustin May,LAD,maydu01,Dustin,May,
2023,Chris Murphy,BOS,murphch01,Chris,Murphy,
2023,Tayler Saucedo,SEA,sauceta01,Tayler,Saucedo,
2023,Jake Woodford,STL,woodfja01,Jake,Woodford,
2023,Ron Marinaccio,NYY,marinro01,Ron,Marinaccio,
2023,Eric Lauer,MIL,lauerer01,Eric,Lauer,
2023,Joey Lucchesi,NYM,lucchjo01,Joey,Lucchesi,
2023,Trevor May,OAK,maytr01,Trevor,May,
2023,Bryan Shaw,CHW,shawbr01,Bryan,Shaw,
2023,Pete Fairbanks,TBR,fairbpe01,Pete,Fairbanks,
2023,Brad Keller,KCR,kellebr01,Brad,Keller,
2023,Sam Long,OAK,longsa01,Sam,Long,
2023,Drew Rasmussen,TBR,rasmudr01,Drew,Rasmussen,
2023,Chasen Shreve,DET,shrevch01,Chasen,Shreve,
2023,Chasen Shreve,CIN,shrevch01,Chasen,Shreve,
2023,José Ureña,COL,urenajo01,José,Ureña,
2023,José Ureña,CHW,urenajo01,José,Ureña,
2023,Tim Hill,SDP,hillti01,Tim,Hill,
2023,José Ruiz,CHW,ruizjo01,José,Ruiz,
2023,José Ruiz,ARI,ruizjo01,José,Ruiz,
2023,Tyler Alexander,DET,alexaty01,Tyler,Alexander,
2023,Ryan Feltner,COL,feltnry01,Ryan,Feltner,
2023,Dylan Covey,LAD,coveydy01,Dylan,Covey,
2023,Dylan Covey,PHI,coveydy01,Dylan,Covey,
2023,Nate Pearson,TOR,pearsna01,Nate,Pearson,
2023,Ángel Zerpa,KCR,zerpaan01,Ángel,Zerpa,
2023,Jalen Beeks,TBR,beeksja02,Jalen,Beeks,
2023,JT Chargois,MIA,chargjt01,JT,Chargois,
2023,Keaton Winn,SFG,winnke01,Keaton,Winn,
2023,Chris Devenski,LAA,devench02,Chris,Devenski,
2023,Chris Devenski,TBR,devench02,Chris,Devenski,
2023,José Buttó,NYM,buttojo01,José,Buttó,
2023,Hunter Gaddis,CLE,gaddihu01,Hunter,Gaddis,
2023,Ryan Pepiot,LAD,pepiory01,Ryan,Pepiot,
2023,José Soriano,LAA,soriajo02,José,Soriano,
2023,José Alvarado,PHI,alvarjo03,José,Alvarado,
2023,Matt Waldron,SDP,waldrma01,Matt,Waldron,
2023,Tommy Kahnle,NYY,kahnlto01,Tommy,Kahnle,
2023,Nick Ramirez,NYY,ramirni01,Nick,Ramirez,
2023,Brendan White,DET,whitebr01,Brendan,White,
2023,Ryan Borucki,PIT,borucry01,Ryan,Borucki,
2023,Michael Rucker,CHC,ruckemi01,Michael,Rucker,
2023,Cory Abbott,WSN,abbotco01,Cory,Abbott,
2023,Yunior Marté,PHI,marteyu01,Yunior,Marté,
2023,Andrew Wantz,LAA,wantzan01,Andrew,Wantz,
2023,Joe Kelly,CHW,kellyjo05,Joe,Kelly,
2023,Joe Kelly,LAD,kellyjo05,Joe,Kelly,
2023,James Karinchak,CLE,karinja01,James,Karinchak,
2023,Joe Mantiply,ARI,mantijo01,Joe,Mantiply,
2023,Matt Koch,COL,kochma01,Matt,Koch,
2023,John Brebbia,SFG,brebbjo01,John,Brebbia,
2023,Chad Kuhl,WSN,kuhlch01,Chad,Kuhl,
2023,Yohan Ramírez,PIT,ramiryo01,Yohan,Ramírez,
2023,Yohan Ramírez,CHW,ramiryo01,Yohan,Ramírez,
2023,Jeff Brigham,NYM,brighje01,Jeff,Brigham,
2023,Dallas Keuchel,MIN,keuchda01,Dallas,Keuchel,
2023,Jimmy Lambert,CHW,lambeji01,Jimmy,Lambert,
2023,Randy Vásquez,NYY,vasqura02,Randy,Vásquez,
2023,Vince Velasquez,PIT,velasvi01,Vince,Velasquez,
2023,John King,STL,kingjo01,John,King,
2023,Peter Strzelecki,MIL,strzepe01,Peter,Strzelecki,
2023,Peter Strzelecki,ARI,strzepe01,Peter,Strzelecki,
2023,JoJo Romero,STL,romerjo01,JoJo,Romero,
2023,Bowden Francis,TOR,francbo01,Bowden,Francis,
2023,Carmen Mlodzinski,PIT,mlodzca01,Carmen,Mlodzinski,
2023,Grant Anderson,TEX,andergr01,Grant,Anderson,
2023,Austin Cox,KCR,coxau01,Austin,Cox,
2023,Nick Anderson,ATL,anderni01,Nick,Anderson,
2023,Grant Hartwig,NYM,hartwgr01,Grant,Hartwig,
2023,Thaddeus Ward,WSN,wardth01,Thaddeus,Ward,
2023,Beau Brieske,DET,briesbe01,Beau,Brieske,
2023,Mauricio Llovera,SFG,llovema01,Mauricio,Llovera,
2023,Mauricio Llovera,BOS,llovema01,Mauricio,Llovera,
2023,Peyton Battenfield,CLE,battepe01,Peyton,Battenfield,
2023,Jesse Chavez,ATL,chaveje01,Jesse,Chavez,
2023,Kyle Harrison,SFG,harriky01,Kyle,Harrison,
2023,Trevor Megill,MIL,megiltr01,Trevor,Megill,
2023,Austin Voth,BAL,vothau01,Austin,Voth,
2023,Jordan Wicks,CHC,wicksjo01,Jordan,Wicks,
2023,Josh Winder,MIN,windejo01,Josh,Winder,
2023,Dylan Dodd,ATL,dodddy01,Dylan,Dodd,
2023,Nick Lodolo,CIN,lodolni01,Nick,Lodolo,
2023,Jose A. Ferrer,WSN,ferrejo01,Jose,Ferrer,
2023,Victor González,LAD,gonzavi02,Victor,González,
2023,Gavin Hollowell,COL,holloga01,Gavin,Hollowell,
2023,Drew Rom,STL,romdr01,Drew,Rom,
2023,José Suarez,LAA,suarejo01,José,Suarez,
2023,Luke Jackson,SFG,jackslu01,Luke,Jackson,
2023,Mason Miller,OAK,millema03,Mason,Miller,
2023,Cooper Criswell,TBR,criswco01,Cooper,Criswell,
2023,Kenny Rosenberg,LAA,rosenke01,Kenny,Rosenberg,
2023,Jimmy Cordero,NYY,cordeji01,Jimmy,Cordero,
2023,Joe La Sorsa,TBR,lasorjo01,Joe,La Sorsa,
2023,Joe La Sorsa,WSN,lasorjo01,Joe,La Sorsa,
2023,Michael Soroka,ATL,sorokmi01,Michael,Soroka,
2023,Allan Winans,ATL,winanal01,Allan,Winans,
2023,Robert Garcia,MIA,garciro04,Robert,Garcia,
2023,Robert Garcia,WSN,garciro04,Robert,Garcia,
2023,Daniel Duarte,CIN,duartda01,Daniel,Duarte,
2023,Carl Edwards Jr.,WSN,edwarca01,Carl,Edwards,Jr.
2023,Jonathan Hernández,TEX,hernajo02,Jonathan,Hernández,
2023,Trent Thornton,TOR,thorntr01,Trent,Thornton,
2023,Trent Thornton,SEA,thorntr01,Trent,Thornton,
2023,Luis Frías,ARI,friaslu01,Luis,Frías,
2023,Gavin Stone,LAD,stonega01,Gavin,Stone,
2023,Spencer Turnbull,DET,turnbsp01,Spencer,Turnbull,
2023,Kyle Wright,ATL,wrighky01,Kyle,Wright,
2023,Richard Bleier,BOS,bleieri01,Richard,Bleier,
2023,Caleb Thielbar,MIN,thielca01,Caleb,Thielbar,
2023,Abner Uribe,MIL,uribeab01,Abner,Uribe,
2023,Ryan Thompson,TBR,thompry02,Ryan,Thompson,
2023,Ryan Thompson,ARI,thompry02,Ryan,Thompson,
2023,Jacob deGrom,TEX,degroja01,Jacob,deGrom,
2023,Noah Davis,COL,davisno01,Noah,Davis,
2023,Jay Jackson,TOR,jacksja01,Jay,Jackson,
2023,Connor Brogdon,PHI,brogdco01,Connor,Brogdon,
2023,Jimmy Herget,LAA,hergeji01,Jimmy,Herget,
2023,Sean Hjelle,SFG,hjellse01,Sean,Hjelle,
2023,Angel Perdomo,PIT,perdoan01,Angel,Perdomo,
2023,Isaiah Campbell,SEA,campbis01,Isaiah,Campbell,
2023,Keegan Thompson,CHC,thompke02,Keegan,Thompson,
2023,Thomas Hatch,TOR,hatchto01,Thomas,Hatch,
2023,Thomas Hatch,PIT,hatchto01,Thomas,Hatch,
2023,Daniel Palencia,CHC,palenda01,Daniel,Palencia,
2023,Jackson Kowar,KCR,kowarja01,Jackson,Kowar,
2023,Justin Bruihl,LAD,bruihju01,Justin,Bruihl,
2023,Justin Bruihl,COL,bruihju01,Justin,Bruihl,
2023,Tim Herrin,CLE,herriti01,Tim,Herrin,
2023,Brock Stewart,MIN,stewabr01,Brock,Stewart,
2023,Andrew Suárez,STL,suarean01,Andrew,Suárez,
2023,Robert Suarez,SDP,suarero01,Robert,Suarez,
2023,Dinelson Lamet,COL,lametdi01,Dinelson,Lamet,
2023,Dinelson Lamet,BOS,lametdi01,Dinelson,Lamet,
2023,Casey Lawrence,STL,lawreca01,Casey,Lawrence,
2023,Slade Cecconi,ARI,ceccosl01,Slade,Cecconi,
2023,Luis Garcia,HOU,garcilu05,Luis,Garcia,
2023,Ray Kerr,SDP,kerrra01,Ray,Kerr,
2023,Zach Neal,OAK,nealza01,Zach,Neal,
2023,Joe Jacques,BOS,jacqujo01,Joe,Jacques,
2023,Mike Mayers,KCR,mayermi01,Mike,Mayers,
2023,Luis Cessa,CIN,cessalu01,Luis,Cessa,
2023,Calvin Faucher,TBR,fauchca01,Calvin,Faucher,
2023,Brent Headrick,MIN,headrbr01,Brent,Headrick,
2023,Tyler Mahle,MIN,mahlety01,Tyler,Mahle,
2023,Stephen Nogosek,NYM,nogosst01,Stephen,Nogosek,
2023,AJ Smith-Shawver,ATL,smithaj01,AJ,Smith-Shawver,
2023,Andrew Bellatti,PHI,bellaan01,Andrew,Bellatti,
2023,Jordan Balazovic,MIN,balazjo02,Jordan,Balazovic,
2023,Matt Carasiti,COL,carasma01,Matt,Carasiti,
2023,Yerry De los Santos,PIT,delosye01,Yerry,De los Santos,
2023,Amir Garrett,KCR,garream01,Amir,Garrett,
2023,Kevin Herget,CIN,hergeke01,Kevin,Herget,
2023,Duane Underwood Jr.,PIT,underdu01,Duane,Underwood,Jr.
2023,Amos Willingham,WSN,william01,Amos,Willingham,
2023,Colin Selby,PIT,selbyco01,Colin,Selby,
2023,Keegan Akin,BAL,akinke01,Keegan,Akin,
2023,Tommy Doyle,COL,doyleto01,Tommy,Doyle,
2023,Tommy Hunter,NYM,hunteto02,Tommy,Hunter,
2023,Bryce Jarvis,ARI,jarvibr01,Bryce,Jarvis,
2023,Dylan Lee,ATL,leedy01,Dylan,Lee,
2023,John Means,BAL,meansjo01,John,Means,
2023,Dany Jiménez,OAK,jimenda01,Dany,Jiménez,
2023,Richard Lovelady,OAK,lovelri01,Richard,Lovelady,
2023,James McArthur,KCR,mcartja01,James,McArthur,
2023,Kaleb Ort,BOS,ortka01,Kaleb,Ort,
2023,Brandon Walter,BOS,waltebr01,Brandon,Walter,
2023,Devin Smeltzer,MIA,smeltde01,Devin,Smeltzer,
2023,Nick Robertson,LAD,roberni01,Nick,Robertson,
2023,Nick Robertson,BOS,roberni01,Nick,Robertson,
2023,Cole Sands,MIN,sandsco01,Cole,Sands,
2023,Luis Patiño,TBR,patinlu01,Luis,Patiño,
2023,Luis Patiño,CHW,patinlu01,Luis,Patiño,
2023,Matt Barnes,MIA,barnema01,Matt,Barnes,
2023,Cody Bolton,PIT,boltoco01,Cody,Bolton,
2023,Zach Plesac,CLE,plesaza01,Zach,Plesac,
2023,Drew Carlton,SDP,carltdr01,Drew,Carlton,
2023,Adam Cimber,TOR,cimbead01,Adam,Cimber,
2023,Connor Phillips,CIN,phillco01,Connor,Phillips,
2023,Rob Zastryzny,PIT,zastrro01,Rob,Zastryzny,
2023,Max Castillo,KCR,castima03,Max,Castillo,
2023,Collin Snider,KCR,snideco01,Collin,Snider,
2023,Darius Vines,ATL,vinesda01,Darius,Vines,
2023,Gus Varland,MIL,varlagu01,Gus,Varland,
2023,Gus Varland,LAD,varlagu01,Gus,Varland,
2023,Anthony Bass,TOR,bassan01,Anthony,Bass,
2023,Brad Boxberger,CHC,boxbebr01,Brad,Boxberger,
2023,Sawyer Gipson-Long,DET,gipsosa01,Sawyer,Gipson-Long,
2023,Germán Márquez,COL,marquge01,Germán,Márquez,
2023,Sammy Peralta,CHW,peralsa01,Sammy,Peralta,
2023,Lane Ramsey,CHW,ramsela02,Lane,Ramsey,
2023,Jackson Rutledge,WSN,rutleja01,Jackson,Rutledge,
2023,Josh Staumont,KCR,staumjo01,Josh,Staumont,
2023,Greg Weissert,NYY,weissgr01,Greg,Weissert,
2023,John Curtiss,NYM,curtijo02,John,Curtiss,
2023,Adam Oller,OAK,ollerad01,Adam,Oller,
2023,Denyi Reyes,NYM,reyesde02,Denyi,Reyes,
2023,Reed Garrett,BAL,garrere01,Reed,Garrett,
2023,Reed Garrett,NYM,garrere01,Reed,Garrett,
2023,DL Hall,BAL,halldl01,DL,Hall,
2023,Hobie Harris,WSN,harriho02,Hobie,Harris,
2023,Nick Mears,COL,mearsni01,Nick,Mears,
2023,Javy Guerra,MIL,guerrja02,Javy,Guerra,
2023,Javy Guerra,TBR,guerrja02,Javy,Guerra,
2023,Luis Ortiz,PHI,ortizlu02,Luis,Ortiz,
2023,Ben Heller,ATL,hellebe01,Ben,Heller,
2023,Justin Garza,BOS,garzaju01,Justin,Garza,
2023,Zach Jackson,OAK,jacksza02,Zach,Jackson,
2023,Brett Kennedy,CIN,kennebr02,Brett,Kennedy,
2023,Trevor Rogers,MIA,rogertr01,Trevor,Rogers,
2023,Drew Rucinski,OAK,rucindr01,Drew,Rucinski,
2023,Jonathan Loáisiga,NYY,loaisjo01,Jonathan,Loáisiga,
2023,Josh Taylor,KCR,taylojo02,Josh,Taylor,
2023,Tayler Scott,OAK,scottta02,Tayler,Scott,
2023,Austin Adams,ARI,adamsau02,Austin,Adams,
2023,Jorge Alcalá,MIN,alcaljo01,Jorge,Alcalá,
2023,José De León,MIN,deleojo03,José,De León,
2023,Tyler Gilbert,ARI,gilbety01,Tyler,Gilbert,
2023,Sam Bachman,LAA,bachmsa01,Sam,Bachman,
2023,Trey Wingenter,DET,wingetr01,Trey,Wingenter,
2023,Madison Bumgarner,ARI,bumgama01,Madison,Bumgarner,
2023,Michael Kelly,CLE,kellymi03,Michael,Kelly,
2023,Francisco Pérez,OAK,perezfr01,Francisco,Pérez,
2023,Lyon Richardson,CIN,richaly01,Lyon,Richardson,
2023,Ian Kennedy,TEX,kenneia01,Ian,Kennedy,
2023,Tyler Kinley,COL,kinlety01,Tyler,Kinley,
2023,Joe Boyle,OAK,boylejo01,Joe,Boyle,
2023,Kris Bubic,KCR,bubickr01,Kris,Bubic,
2023,Triston McKenzie,CLE,mckentr01,Triston,McKenzie,
2023,Jeffrey Springs,TBR,sprinje01,Jeffrey,Springs,
2023,Eduard Bazardo,BAL,bazared01,Eduard,Bazardo,
2023,Eduard Bazardo,SEA,bazared01,Eduard,Bazardo,
2023,Garrett Hill,DET,hillga02,Garrett,Hill,
2023,Trevor Kelley,TBR,kelletr01,Trevor,Kelley,
2023,James Naile,STL,naileja01,James,Naile,
2023,Tyson Miller,MIL,millety01,Tyson,Miller,
2023,Tyson Miller,LAD,millety01,Tyson,Miller,
2023,Tyson Miller,NYM,millety01,Tyson,Miller,
2023,Ángel Felipe,OAK,felipan01,Ángel,Felipe,
2023,Sean Newcomb,OAK,newcose01,Sean,Newcomb,
2023,Deivi García,NYY,garcide01,Deivi,García,
2023,Deivi García,CHW,garcide01,Deivi,García,
2023,Taylor Hearn,ATL,hearnta01,Taylor,Hearn,
2023,Taylor Hearn,KCR,hearnta01,Taylor,Hearn,
2023,Parker Mushinski,HOU,mushipa01,Parker,Mushinski,
2023,Oliver Ortega,MIN,ortegol01,Oliver,Ortega,
2023,Freddy Tarnok,OAK,tarnofr01,Freddy,Tarnok,
2023,Nick Vespi,BAL,vespini01,Nick,Vespi,
2023,Anthony Kay,CHC,kayan01,Anthony,Kay,
2023,Anthony Kay,NYM,kayan01,Anthony,Kay,
2023,Ryan Weber,NYY,weberry01,Ryan,Weber,
2023,Miguel Díaz,DET,diazmi02,Miguel,Díaz,
2023,Reiver Sanmartin,CIN,sanmare01,Reiver,Sanmartin,
2023,Zack Weiss,LAA,weissza01,Zack,Weiss,
2023,Zack Weiss,BOS,weissza01,Zack,Weiss,
2023,Jacob Barnes,STL,barneja01,Jacob,Barnes,
2023,Brandon Hughes,CHC,hughebr01,Brandon,Hughes,
2023,Lucas Luetge,ATL,luetglu01,Lucas,Luetge,
2023,Zach Pop,TOR,popza01,Zach,Pop,
2023,Yerry Rodríguez,TEX,rodriye01,Yerry,Rodríguez,
2023,Chad Smith,OAK,smithch12,Chad,Smith,
2023,Jimmy Yacabonis,NYM,yacabji01,Jimmy,Yacabonis,
2023,Peter Solomon,ARI,solompe01,Peter,Solomon,
2023,Bruce Zimmermann,BAL,zimmebr02,Bruce,Zimmermann,
2023,Carson Spiers,CIN,spierca01,Carson,Spiers,
2023,Nabil Crismatt,SDP,crismna01,Nabil,Crismatt,
2023,Nabil Crismatt,ARI,crismna01,Nabil,Crismatt,
2023,Joel Kuhnel,CIN,kuhnejo01,Joel,Kuhnel,
2023,Joel Kuhnel,HOU,kuhnejo01,Joel,Kuhnel,
2023,Garrett Crochet,CHW,crochga01,Garrett,Crochet,
2023,Steven Cruz,KCR,cruzst01,Steven,Cruz,
2023,Jeurys Familia,OAK,familje01,Jeurys,Familia,
2023,Casey Legumina,CIN,legumca01,Casey,Legumina,
2023,Daniel Norris,CLE,norrida01,Daniel,Norris,
2023,Mitch White,TOR,whitemi03,Mitch,White,
2023,Kolby Allard,ATL,allarko01,Kolby,Allard,
2023,Davis Daniel,LAA,danieda01,Davis,Daniel,
2023,Jacob Lopez,TBR,lopezja04,Jacob,Lopez,
2023,Spencer Patton,OAK,pattosp01,Spencer,Patton,
2023,Eduardo Salazar,CIN,salazed01,Eduardo,Salazar,
2023,Garrett Cleavinger,TBR,cleavga01,Garrett,Cleavinger,
2023,Kody Funderburk,MIN,fundeko01,Kody,Funderburk,
2023,Chad Green,TOR,greench03,Chad,Green,
2023,Emerson Hancock,SEA,hancoem01,Emerson,Hancock,
2023,Jackson Stephens,ATL,stephja01,Jackson,Stephens,
2023,Hunter Stratton,PIT,strathu01,Hunter,Stratton,
2023,Andrew Kittredge,TBR,kittran01,Andrew,Kittredge,
2023,Kirby Snead,OAK,sneadki01,Kirby,Snead,
2023,Rico Garcia,OAK,garciri01,Rico,Garcia,
2023,Rico Garcia,WSN,garciri01,Rico,Garcia,
2023,Chase De Jong,PIT,dejonch01,Chase,De Jong,
2023,J.C. Mejía,MIL,mejiaje02,J.C.,Mejía,
2023,Declan Cronin,CHW,cronide01,Declan,Cronin,
2023,Zach Logue,DET,logueza01,Zach,Logue,
2023,Connor Overton,CIN,overtco01,Connor,Overton,
2023,Joely Rodríguez,BOS,rodrijo06,Joely,Rodríguez,
2023,Juan Then,SEA,thenju01,Juan,Then,
2023,Anthony Misiewicz,ARI,misiean01,Anthony,Misiewicz,
2023,Anthony Misiewicz,DET,misiean01,Anthony,Misiewicz,
2023,Anthony Misiewicz,NYY,misiean01,Anthony,Misiewicz,
2023,Jeremiah Estrada,CHC,estraje01,Jeremiah,Estrada,
2023,Glenn Otto,TEX,ottogl01,Glenn,Otto,
2023,Dennis Santana,NYM,santade01,Dennis,Santana,
2023,Ryan Tepera,LAA,teperry01,Ryan,Tepera,
2023,Ryan Tepera,STL,teperry01,Ryan,Tepera,
2023,Matt Bush,MIL,bushma01,Matt,Bush,
2023,Andrew Saalfrank,ARI,saalfan01,Andrew,Saalfrank,
2023,Levi Stoudt,CIN,stoudle01,Levi,Stoudt,
2023,Joey Estes,OAK,estesjo01,Joey,Estes,
2023,Carson Fulmer,LAA,fulmeca01,Carson,Fulmer,
2023,Ben Joyce,LAA,joycebe01,Ben,Joyce,
2023,Justin Martínez,ARI,martiju01,Justin,Martínez,
2023,Josh Walker,NYM,walkejo03,Josh,Walker,
2023,Joe Barlow,TEX,barlojo01,Joe,Barlow,
2023,Wil Crowe,PIT,crowewi01,Wil,Crowe,
2023,Gerardo Reyes,LAA,reyesge01,Gerardo,Reyes,
2023,Domingo Acevedo,OAK,acevedo01,Domingo,Acevedo,
2023,Jake Cousins,MIL,cousija01,Jake,Cousins,
2023,Zack Kelly,BOS,kellyza01,Zack,Kelly,
2023,José Marte,LAA,martejo01,José,Marte,
2023,Shawn Dubin,HOU,dubinsh01,Shawn,Dubin,
2023,Matt Festa,SEA,festama01,Matt,Festa,
2023,Tommy Milone,SEA,milonto01,Tommy,Milone,
2023,Adrián Morejón,SDP,morejad01,Adrián,Morejón,
2023,José Quijada,LAA,quijajo01,José,Quijada,
2023,Bennett Sousa,MIL,sousabe01,Bennett,Sousa,
2023,Bennett Sousa,HOU,sousabe01,Bennett,Sousa,
2023,Diego Castillo,SEA,castidi01,Diego,Castillo,
2023,Bryan Hudson,LAD,hudsobr01,Bryan,Hudson,
2023,Edgar Navarro,CHW,navared01,Edgar,Navarro,
2023,Victor Vodnik,COL,vodnivi01,Victor,Vodnik,
2023,Devin Sweet,SEA,sweetde01,Devin,Sweet,
2023,Devin Sweet,OAK,sweetde01,Devin,Sweet,
2023,Colten Brewer,NYY,breweco01,Colten,Brewer,
2023,Danny Young,ATL,youngda02,Danny,Young,
2023,Cody Morris,CLE,morrico01,Cody,Morris,
2023,Jacob Stallings,MIA,stallja01,Jacob,Stallings,
2023,Wander Suero,LAD,suerowa01,Wander,Suero,
2023,Kyle Barraclough,BOS,barraky01,Kyle,Barraclough,
